iter	RMSE
193	1002.663089
194	1002.39181
195	1002.159121
196	1001.783648
197	1001.369078
198	1001.044187
199	1000.763581
200	1000.530347
201	1000.137947
202	999.7785071
203	999.4238241
204	999.0009496
205	998.6033082
206	998.1991499
207	997.9571639
208	997.3304874
209	997.0226218
210	996.5064043
211	995.9485005
212	995.6596725
213	995.2394985
214	994.9664478
215	994.4139088
216	994.0921925
217	993.5733676
218	993.1835654
219	992.7855466
220	992.518485
221	992.1870813
222	991.9630109
223	991.7307372
224	991.2344362
225	990.8261476
226	990.5516935
227	990.3438797
228	990.1204811
229	989.7555225
230	989.5412235
231	989.2287605
232	988.7516412
233	988.3910949
234	988.0317667
235	987.7438079
236	987.3912174
237	986.9278369
238	986.5849948
239	986.1232541
240	985.728077
241	985.3628418
242	985.0211828
243	984.755332
244	984.436667
245	983.997087
246	983.6392448
247	983.3168772
248	983.0466542
249	982.6897611
250	982.397687
251	982.1814629
252	981.8531897
253	981.4246393
254	981.0702157
255	980.4490541
256	980.3291053
257	980.1658646
258	979.8479603
259	979.691559
260	979.2356799
261	978.8913687
262	978.5172216
263	978.0913843
264	977.6920741
265	977.3918363
266	977.0068246
267	976.4387964
268	976.0783891
269	975.6755545
270	975.2377169
271	974.8194595
272	974.4905119
273	974.0848748
274	973.7596984
275	973.4480644
276	973.1300611
277	972.915274
278	972.5989052
279	972.3273755
280	971.7632027
281	971.3798897
282	971.1061933
283	970.8388619
284	970.6237274
285	970.3148838
286	969.9646238
287	969.4861348
288	968.9961504
289	968.4922313
290	968.2699127
291	967.7725807
292	967.4916784
293	967.2111433
294	966.9194096
295	966.6247309
296	966.2164783
297	965.8151433
298	965.5027003
299	965.2372845
300	965.0376989
301	964.5810891
302	964.1971191
303	963.9968467
304	963.5949979
305	963.2502931
306	962.9351445
307	962.6509105
308	962.376038
309	962.0564992
310	961.7501667
311	961.3196022
312	961.0432496
313	960.9000535
314	960.7153864
315	960.4384876
316	960.1113917
317	959.8787258
318	959.5042712
319	959.0790135
320	958.8036756
321	958.2421033
322	957.8916476
323	957.5938518
324	957.3865246
325	957.0176597
326	956.6387348
327	956.4674766
328	956.1305086
329	955.732576
330	955.5609194
331	955.2425318
332	954.8379972
333	954.3930353
334	953.9968251
335	953.5003757
336	953.2128295
337	952.8531108
338	952.4466744
339	952.05448
340	951.5991399
341	951.4193253
342	951.2403414
343	951.0128112
344	950.6526729
345	950.238368
346	949.9499763
347	949.7110202
348	949.5221885
349	949.1838604
350	948.8799964
351	948.3950856
352	948.057624
353	947.7639571
354	947.3382805
355	946.8973647
356	946.5465065
357	946.3002767
358	946.0898147
359	945.7957911
360	945.489509
361	945.1518453
362	944.8796648
363	944.6387765
364	944.4904801
365	944.2758696
366	944.0575474
367	943.8156193
368	943.690814
369	943.2981271
370	943.1623522
371	943.0001538
372	942.6989266
373	942.3974483
374	942.0013733
375	941.6070161
376	941.2916923
377	941.0220093
378	940.7527738
379	940.4183846
380	940.0386169
381	939.7840726
382	939.3711599
383	939.2151084
384	939.032521
385	938.658349
386	938.4680495
387	938.0732738
388	937.6392641
389	937.3642681
390	936.950653
391	936.7760495
392	936.6096038
393	936.3936685
394	936.0693166
395	935.8120143
396	935.5140645
397	935.2262784
398	935.0406619
399	934.798205
400	934.7155003
401	934.3675565
402	934.0911817
403	933.9368226
404	933.7008753
405	933.5805764
406	933.1535647
407	932.8123328
408	932.6512266
409	932.4337106
410	932.1266486
411	931.9720951
412	931.6197013
413	931.2321644
414	930.9692221
415	930.8796886
416	930.6649187
417	930.2768136
418	929.88943
419	929.5571334
420	929.0673493
421	928.6256857
422	928.464816
423	928.1066095
424	927.8146877
425	927.5025814
426	927.2713996
427	926.901425
428	926.5373563
429	926.2416733
430	926.0156737
431	925.8776077
432	925.5628956
433	925.3167345
434	924.9246446
435	924.6784628
436	924.3605298
437	924.0966526
438	923.8227876
439	923.7052888
440	923.484405
441	923.2341678
442	922.9853588
443	922.7007833
444	922.4275737
445	922.1606356
446	921.8080805
447	921.6670484
448	921.5263395
449	921.1900578
450	920.9953778
451	920.876827
452	920.5797367
453	920.2580648
454	920.0013161
455	919.8050945
456	919.6607695
457	919.3404734
458	919.1731434
459	918.8821288
460	918.5736593
461	918.0448617
462	917.8717054
463	917.6070103
464	917.2056256
465	917.0571408
466	916.8069165
467	916.6624888
468	916.4587342
469	916.0812586
470	915.775983
471	915.6011331
472	915.4158506
473	915.2120075
474	914.8596434
475	914.583516
476	914.2399031
477	914.0898161
478	913.9257971
479	913.6051075
480	913.147581
481	912.9834825
482	912.7714352
483	912.6035278
484	912.3417508
485	912.0610527
486	911.8549884
487	911.6412858
488	911.3798804
489	910.9446791
490	910.7011224
491	910.3913838
492	909.9351461
493	909.6853394
494	909.4154665
495	909.1144871
496	908.9838711
497	908.7801644
498	908.5068853
499	908.1858719
500	908.0498355
501	907.8076023
502	907.5855656
503	907.3646798
504	907.121167
505	906.9106293
506	906.6807559
507	906.4548441
508	906.1550243
509	905.9005813
510	905.6146653
511	905.4336545
512	905.132104
513	904.9310723
514	904.5848289
515	904.3058539
516	904.0380799
517	903.8614633
518	903.5476268
519	903.2689088
520	902.90054
521	902.5459902
522	902.3589956
523	902.0089768
524	901.790991
525	901.4609205
526	901.251723
527	901.0059614
528	900.8054941
529	900.6407296
530	900.301138
531	900.1421915
532	899.8861246
533	899.6210422
534	899.5504943
535	899.244113
536	898.8775451
537	898.5843357
538	898.3302629
539	898.0535924
540	897.8260609
541	897.561922
542	897.1271561
543	896.8729401
544	896.6461669
545	896.3300523
546	895.8879142
547	895.6161223
548	895.306687
549	895.0754565
550	894.8682314
551	894.5406862
552	894.3325669
553	894.1033559
554	893.9970823
555	893.7407137
556	893.5589036
557	893.2144633
558	892.9088981
559	892.7782625
560	892.561773
561	892.1291442
562	891.8887024
563	891.6312635
564	891.4212315
565	891.1929596
566	890.9408918
567	890.6472942
568	890.3783201
569	890.2393825
570	889.8637951
571	889.6022789
572	889.3094801
573	888.9802978
574	888.761457
575	888.5551019
576	888.3055977
577	888.1770305
578	887.969127
579	887.802804
580	887.6040609
581	887.3766314
582	887.1180586
583	886.8835306
584	886.5550536
585	886.2419971
586	886.010831
587	885.6887276
588	885.5022015
589	885.3125092
590	885.1473878
591	885.0678084
592	884.6553111
593	884.5365254
594	884.2676974
595	884.0423529
596	883.88001
597	883.5914583
598	883.2126005
599	882.9564255
600	882.8148553
601	882.4649409
602	882.0869237
603	881.8379805
604	881.764706
605	881.4596445
606	881.0638011
607	880.8376883
608	880.7191165
609	880.4066598
610	880.1268762
611	879.7800834
612	879.5125053
613	879.2980942
614	879.0860497
615	878.8183677
616	878.5392256
617	878.3953675
618	878.2262228
619	877.9917742
620	877.7694402
621	877.3966389
622	877.2166845
623	877.0347699
624	876.6161061
625	876.4911144
626	876.2745017
627	876.1668654
628	876.070391
629	875.7929406
630	875.6349239
631	875.2483991
632	875.0387343
633	874.798155
634	874.5246932
635	874.1351334
636	873.9793991
637	873.7716861
638	873.5963224
639	873.3265991
640	873.175246
641	872.9653509
642	872.6029013
643	872.473703
644	872.2232977
645	871.7188822
646	871.5235194
647	871.2513441
648	870.8966266
649	870.621977
650	870.3254535
651	870.093625
652	869.7335172
653	869.4306764
654	869.217767
655	868.9890214
656	868.6966191
657	868.3614824
658	868.014719
659	867.7928479
660	867.5778997
661	867.4091659
662	867.2685081
663	867.1329658
664	866.9625323
665	866.8399892
666	866.7234842
667	866.4754297
668	866.2607303
669	866.0998
670	865.8791533
671	865.6481753
672	865.52731
673	865.262397
674	865.0753164
675	864.7309779
676	864.5164093
677	864.3393919
678	864.1602653
679	863.9612685
680	863.7123551
681	863.3809253
682	863.0644188
683	862.8690668
684	862.5767147
685	862.3451666
686	862.1700549
687	862.0482779
688	861.8438807
689	861.548114
690	861.347432
691	861.1806193
692	860.9949051
693	860.7808435
694	860.5435432
695	860.266783
696	860.150712
697	859.8520693
698	859.7966954
699	859.4519562
700	859.187634
701	858.9823493
702	858.8922018
703	858.7857113
704	858.5346565
705	858.3661955
706	858.169104
707	857.9288362
708	857.6968944
709	857.5206937
710	857.2482252
711	856.9353883
712	856.693997
713	856.4689445
714	856.166312
715	855.9812733
716	855.6853706
717	855.4823994
718	855.1433289
719	854.9418005
720	854.7498594
721	854.3836368
722	854.1594102
723	853.9691494
724	853.6213836
725	853.3807011
726	853.1671615
727	852.9630183
728	852.8182244
729	852.5076596
730	852.205348
731	852.0642732
732	851.6933183
733	851.432812
734	851.2472009
735	850.93612
736	850.5897733
737	850.4235021
738	850.1567301
739	849.8774095
740	849.6309326
741	849.4252205
742	849.1972385
743	848.9808262
744	848.8034264
745	848.7102759
746	848.4822304
747	848.301032
748	848.1722019
749	848.0172568
750	847.7849201
751	847.4920068
752	847.294765
753	847.0718471
754	846.8520349
755	846.6580002
756	846.4918623
757	846.4039709
758	846.2577311
759	846.1085056
760	845.8524423
761	845.6177382
762	845.4330427
763	845.1457742
764	844.8729067
765	844.6659399
766	844.403846
767	844.218501
768	844.0642184
769	843.7592168
770	843.6463598
771	843.486088
772	843.3051828
773	843.1054865
774	842.9287406
775	842.6937038
776	842.648616
777	842.2982435
778	842.1249127
779	841.8799971
780	841.6482649
781	841.4280097
782	841.3096226
783	841.1239939
784	840.8871585
785	840.7249928
786	840.6382386
787	840.4839624
788	840.2057296
789	839.9533753
790	839.6579227
791	839.4391565
792	839.2641614
793	839.0337391
794	838.800644
795	838.3108208
796	838.1307386
797	837.9731109
798	837.7181888
799	837.5092141
800	837.4088499
801	837.2193775
802	836.9417865
803	836.8231097
804	836.6974698
805	836.4907057
806	836.285364
807	835.9328056
808	835.62199
809	835.4906903
810	835.0259789
811	834.8860715
812	834.7279869
813	834.5291847
814	834.3183469
815	834.2704936
816	834.003271
817	833.80422
818	833.6638928
819	833.5268636
820	833.3495822
821	833.1739333
822	833.0811699
823	832.8077035
824	832.6637045
825	832.5675282
826	832.3615105
827	832.1497346
828	831.9985659
829	831.7858163
830	831.6460982
831	831.4395801
832	831.2709251
833	831.1036301
834	831.0033147
835	830.6606442
836	830.4911369
837	830.3797501
838	830.1451838
839	829.9844505
840	829.7107764
841	829.4893548
842	829.3299298
843	829.1199757
844	828.8269627
845	828.724691
846	828.5196463
847	828.3876988
848	828.1038795
849	827.9315583
850	827.7452824
851	827.5165267
852	827.2514804
853	827.1101151
854	826.8974298
855	826.7333481
856	826.595679
857	826.4083868
858	826.2514218
859	825.9503202
860	825.628472
861	825.4296862
862	825.2230717
863	825.0694747
864	824.8958601
865	824.7232473
866	824.5314208
867	824.3741316
868	824.09647
869	823.9808812
870	823.8395347
871	823.6499803
872	823.5379171
873	823.3870755
874	823.0749753
875	822.8351979
876	822.7117224
877	822.5955658
878	822.4263923
879	822.1658327
880	821.9378128
881	821.6625414
882	821.527385
883	821.3428746
884	821.1060226
885	820.8618995
886	820.6765636
887	820.4512238
888	820.2069334
889	820.0962092
890	819.8777796
891	819.8211948
892	819.6633503
893	819.558882
894	819.4212565
895	819.3039489
896	819.2215687
897	819.0617843
898	818.83594
899	818.6268205
900	818.4776209
901	818.1444082
902	817.9109232
903	817.6813484
904	817.5909561
905	817.4378568
906	817.2675357
907	817.0532921
908	816.8213402
909	816.5733166
910	816.3927189
911	816.2933708
912	816.0550597
913	815.8835336
914	815.7686073
915	815.6746045
916	815.5272397
917	815.40377
918	815.2920466
919	815.1514604
920	815.0926353
921	814.7298717
922	814.6494199
923	814.4488468
924	814.2774845
925	814.0245757
926	813.8993431
927	813.7666306
928	813.5867106
929	813.4499311
930	813.2978929
931	813.1435778
932	813.0195773
933	812.777819
934	812.4276852
935	812.3115351
936	812.0757343
937	811.8841248
938	811.7363219
939	811.5252958
940	811.3624827
941	811.2272561
942	811.1050261
943	810.9574414
944	810.8007459
945	810.7148736
946	810.5230646
947	810.3855642
948	810.238373
949	810.0209898
950	809.8266845
951	809.6837641
952	809.546866
953	809.3620817
954	809.2199534
955	809.0339782
956	808.8234763
957	808.7204819
958	808.6379275
959	808.4108799
960	808.2152795
961	807.9959663
962	807.6551186
963	807.4794417
964	807.2237812
965	807.0985723
966	806.9329538
967	806.7138549
968	806.517961
969	806.3306365
970	806.2000134
971	806.0034046
972	805.8777251
973	805.6496412
974	805.5350231
975	805.3588322
976	805.2863088
977	805.1476837
978	804.9705862
979	804.8207822
980	804.6317347
981	804.3348655
982	804.1159874
983	803.987635
984	803.7935517
985	803.6000342
986	803.3189524
987	803.2079266
988	803.0843673
989	802.9448314
990	802.8286916
991	802.5736503
992	802.4395553
993	802.3090801
994	802.0130907
995	801.8451837
996	801.61876
997	801.4803149
998	801.3086017
999	801.0926555
